Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2016,Spring,2016-sp,SOC,225,Race and Ethnicity,LEC,4,7,5,3,4,0,1,0,0,0,0,0,2,0,"Kim, Soo Mee"
2016,Spring,2016-sp,SOC,273,Social Persp on the Family,LEC,2,3,7,2,3,1,1,3,1,1,0,0,3,1,"Yoon, Soo-Yeon"
2016,Spring,2016-sp,SOC,275,Criminology,LCD,18,3,3,1,2,2,0,1,0,0,0,2,3,0,"Kurisu, Sheri-Lynn S"
2016,Spring,2016-sp,SOC,280,Intro to Social Statistics,LEC,0,20,5,0,1,0,0,0,0,0,0,0,0,0,"Riopelle, Cameron"
2016,Spring,2016-sp,SOC,310,Sociology of Deviance,ONL,9,19,12,1,4,4,2,4,2,0,0,0,7,0,"Kelley, Margaret S"
2016,Spring,2016-sp,SOC,350,Technology and Society,ONL,0,20,1,2,1,3,0,1,0,0,1,0,1,0,"Steward, Daniel J"
2016,Spring,2016-sp,SOC,380,Social Research Methods,DIS,8,7,3,1,2,1,2,0,0,0,0,1,1,1,"Sattari, Negin"
2016,Spring,2016-sp,SOC,380,Social Research Methods,DIS,7,9,7,3,2,0,0,1,0,0,0,0,0,0,"Sattari, Negin"
2016,Spring,2016-sp,SOC,480,Methods of Field Research,LCD,5,9,3,2,0,2,1,1,4,1,0,0,2,0,"Gille, Zsuzsa"
2016,Spring,2016-sp,SOCW,200,Introduction to Social Work,LCD,0,5,4,7,11,1,3,4,3,1,0,0,5,0,"Earls Larrison, Tara"
2016,Spring,2016-sp,SOCW,200,Introduction to Social Work,LCD,1,7,11,7,9,9,4,4,3,0,2,0,2,0,"Earls Larrison, Tara"
2016,Spring,2016-sp,SOCW,240,Death & Dying,LCD,1,18,0,0,4,4,0,0,0,0,0,0,0,1,"Manselle, Tonya L"
2016,Spring,2016-sp,SOCW,297,Asian Families in America,LCD,12,14,4,0,0,1,0,1,0,0,0,0,0,0,"Balgopal, Anita A"
2016,Spring,2016-sp,SOCW,300,Diversity: Identities & Issues,LCD,1,23,6,10,9,4,3,0,1,1,1,1,0,0,"Carter-Black, Janet D"
2016,Spring,2016-sp,SOCW,300,Diversity: Identities & Issues,LEC,2,26,10,5,8,3,0,1,0,1,0,0,0,1,"Carter-Black, Janet D"
2016,Spring,2016-sp,SOCW,321,Social Entre & Social Change,LCD,4,23,4,5,5,1,0,1,0,0,0,0,0,0,"Mauck, Carol W"
2016,Spring,2016-sp,SOCW,360,Social Work and the Military,ONL,6,16,5,0,2,0,0,0,0,0,0,0,0,0,"Crowell, Dennis J"
2016,Spring,2016-sp,SOCW,402,Practice II,LCD,2,6,6,4,4,0,1,0,0,0,0,0,0,0,"Maurer, James C"
2016,Spring,2016-sp,SOCW,402,Practice II,LCD,0,20,0,1,2,0,0,0,0,0,0,0,0,0,"Cintron, Valerie"
2016,Spring,2016-sp,SOCW,410,Social Welfare Pol and Svcs,LEC,7,8,7,4,3,0,0,0,0,0,0,0,0,0,"Wegmann, Kate M"
2016,Spring,2016-sp,SOCW,410,Social Welfare Pol and Svcs,LCD,7,5,5,5,2,2,1,0,0,0,0,0,1,0,"Wu, Chi-Fang"
2016,Spring,2016-sp,SOCW,420,Subst Use in Social Context,LCD,4,11,5,7,2,0,0,0,0,0,0,0,0,1,"Windsor, Liliane"
2016,Spring,2016-sp,SOCW,427,Social Work Research Methods,LCD,2,5,9,3,4,2,0,0,0,1,0,0,0,2,"Hernandez, Rosalba"
2016,Spring,2016-sp,SOCW,455,Social Work with Women,LCD,7,11,2,0,3,0,0,0,0,0,0,0,1,0,"Kingery, Linda S"
2016,Spring,2016-sp,SOCW,472,BSW Special Field Project,ONL,0,18,5,2,0,0,0,0,0,0,0,0,0,0,"White-Gibson, Nancy L"
2016,Spring,2016-sp,SOCW,500,SW Practice with Indiv and Fam,ONL,0,14,7,3,0,1,0,0,0,0,0,0,0,0,"Harden, Kimberly L"
2016,Spring,2016-sp,SOCW,505,Behav and Cogn Methods for SW,LCD,2,18,1,0,1,1,0,0,0,0,0,0,0,0,"Minor, Anna M"
2016,Spring,2016-sp,SOCW,513,Delivery of Health Care,LCD,11,12,0,1,0,0,0,0,0,0,0,0,0,0,"Tabb Dina, Karen M"
2016,Spring,2016-sp,SOCW,514,Mental Health Pol and Svcs,LCD,0,23,0,0,0,1,0,0,0,1,0,0,0,0,"Mulvey, Philip W"
2016,Spring,2016-sp,SOCW,541,Clinical Research Seminar,LCD,0,3,9,6,5,0,0,0,0,0,0,0,0,0,"Li, Hong"
2016,Spring,2016-sp,SOCW,542,Program Evaluation,LCD,2,9,12,5,5,0,1,0,0,0,0,0,0,0,"Wu, Chi-Fang"
2016,Spring,2016-sp,SOCW,552,HBSE II: Mental Disorders,ONL,0,8,5,4,5,2,0,0,0,0,0,0,0,1,"Ackerson, Barry J"
2016,Spring,2016-sp,SOCW,589,Social Work and the Law,LCD,0,16,9,1,3,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L"
2016,Spring,2016-sp,SOCW,589,Social Work and the Law,LCD,0,12,10,5,2,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L"
2016,Spring,2016-sp,SPAN,228,Spanish Composition,ONL,3,6,6,2,4,1,0,0,0,0,0,1,0,1,"Villalobos, Jose"
2016,Spring,2016-sp,SPAN,252,Intro to Hispanic Linguistics,LCD,14,4,1,3,0,0,1,0,0,0,0,0,0,0,"Foote, Rebecca K"
2016,Spring,2016-sp,SPAN,252,Intro to Hispanic Linguistics,LCD,15,4,2,3,0,0,0,0,0,0,0,0,0,0,"Foote, Rebecca K"
2016,Spring,2016-sp,SPAN,303,The Sounds of Spanish,LCD,6,4,5,3,2,0,2,2,0,0,0,0,0,0,"Icardo Isasa, Ane"
2016,Spring,2016-sp,SPAN,307,Bilingualism,LCD,8,2,5,2,4,1,1,1,0,0,0,0,0,0,"Montrul, Silvina A"
2016,Spring,2016-sp,SPAN,308,Spanish in the United States,LCD,1,9,4,6,2,1,2,0,0,0,0,0,0,0,"Henshaw, Florencia G"
2016,Spring,2016-sp,SPED,117,The Culture of Disability,LCD,0,111,0,0,42,0,0,11,0,0,0,0,2,0,"Bentz, Johnell L"
2016,Spring,2016-sp,SPED,117,The Culture of Disability,LCD,0,110,0,0,34,0,0,8,0,0,1,0,4,0,"Bentz, Johnell L"
2016,Spring,2016-sp,SPED,312,Intro to Ed Technology,LCD,0,32,0,0,2,0,0,0,0,0,0,0,0,0,"Williams, Michael T"
2016,Spring,2016-sp,SPED,317,Characteristics & Eligibility,LCD,0,24,2,3,1,2,0,0,0,0,0,0,0,0,"Monda-Amaya, Lisa E"
2016,Spring,2016-sp,SPED,322,Intro Intellectual Disability,LCD,0,64,0,0,3,0,0,2,0,0,1,0,0,0,"Light Shriner, Cheryl L"
2016,Spring,2016-sp,SPED,441,Instructional Strategies II,LCD,0,32,0,0,4,0,0,0,0,0,0,0,0,0,"Israel, Maya"
2016,Spring,2016-sp,SPED,447,Curriculum Development II,LCD,0,31,3,0,0,1,0,1,0,0,0,0,0,0,"Israel, Maya"
2016,Spring,2016-sp,SPED,448,Curriculum Development III,LCD,0,31,0,0,4,0,0,0,0,0,0,0,0,0,"Light Shriner, Cheryl L"
2016,Spring,2016-sp,STAT,100,Statistics,LCD,10,11,10,7,3,4,1,1,0,0,0,0,0,0,"Tu, Robin"
2016,Spring,2016-sp,STAT,100,Statistics,LCD,127,121,63,73,56,36,14,14,7,7,3,2,6,2,"Laska, Karle A"
2016,Spring,2016-sp,STAT,100,Statistics,LCD,145,104,59,69,53,22,21,30,15,10,10,4,10,2,"Laska, Karle A"
2016,Spring,2016-sp,STAT,100,Statistics,ONL,24,91,100,48,49,30,16,26,3,9,7,2,3,2,"Ravat, Uma V"
2016,Spring,2016-sp,STAT,200,Statistical Analysis,LCD,21,38,17,11,10,2,4,2,1,1,0,0,0,2,"Fireman, Ellen S"
2016,Spring,2016-sp,STAT,200,Statistical Analysis,LCD,12,21,23,6,9,0,1,1,1,0,1,0,0,0,"Fireman, Ellen S"
2016,Spring,2016-sp,STAT,200,Statistical Analysis,LCD,1,3,3,1,2,5,0,2,1,0,0,0,3,0,"Fredrickson, Mark M"
2016,Spring,2016-sp,STAT,200,Statistical Analysis,LCD,2,10,2,2,2,2,1,4,0,1,1,0,2,0,"Huang, Weihong"
2016,Spring,2016-sp,STAT,200,Statistical Analysis,LCD,4,8,3,5,4,1,2,3,0,0,0,0,2,0,"Chen, Yinghan"
2016,Spring,2016-sp,STAT,212,Biostatistics,LCD,16,54,17,21,18,9,6,6,6,1,0,2,4,1,"Dalpiaz, David M"
2016,Spring,2016-sp,STAT,400,Statistics and Probability I,LEC,35,40,30,18,17,7,12,4,9,5,1,4,5,0,"Zhu, Ruoqing"
2016,Spring,2016-sp,STAT,400,Statistics and Probability I,LEC,9,16,30,28,30,19,24,17,3,8,1,6,2,0,"Chen, Xiaohui"
2016,Spring,2016-sp,STAT,400,Statistics and Probability I,LEC,23,48,34,22,25,12,6,9,4,2,3,4,3,1,"Zhu, Ruoqing"
2016,Spring,2016-sp,STAT,408,Actuarial Statistics I,LEC,4,16,5,7,11,16,0,12,9,0,2,3,4,1,"Stepanov, Alexey G"
2016,Spring,2016-sp,STAT,410,Statistics and Probability II,LCD,8,13,8,11,13,2,3,2,5,3,0,3,7,2,"Guerrier, Stephane"
2016,Spring,2016-sp,STAT,410,Statistics and Probability II,LCD,8,16,6,1,4,4,5,8,1,3,3,2,3,2,"Li, Bo"
2016,Spring,2016-sp,STAT,410,Statistics and Probability II,LCD,10,14,6,4,12,3,5,6,1,3,0,0,8,2,"Li, Bo"
2016,Spring,2016-sp,STAT,420,Methods of Applied Statistics,LCD,14,24,21,10,6,1,3,3,0,0,0,0,0,0,"Unger, David"
2016,Spring,2016-sp,STAT,420,Methods of Applied Statistics,LCD,9,35,12,12,10,4,1,2,1,0,0,0,0,0,"Stepanov, Alexey G"
2016,Spring,2016-sp,STAT,420,Methods of Applied Statistics,LCD,8,33,13,5,15,6,0,3,0,0,1,0,0,0,"Stepanov, Alexey G"
2016,Spring,2016-sp,STAT,424,Analysis of Variance,LCD,2,14,3,1,4,3,0,2,1,0,0,0,1,0,"Liang, Feng"
2016,Spring,2016-sp,STAT,425,Applied Regression and Design,LCD,6,20,8,17,7,5,1,2,0,1,0,0,0,0,"Park, Trevor H"
2016,Spring,2016-sp,STAT,425,Applied Regression and Design,LCD,3,21,11,7,12,2,1,1,0,1,0,0,0,0,"Culpepper, Steven A"
2016,Spring,2016-sp,STAT,426,Sampling and Categorical Data,LCD,5,22,11,13,9,6,3,1,0,0,1,0,0,0,"Douglas, Jeffrey A"
2016,Spring,2016-sp,STAT,428,Statistical Computing,LCD,18,18,7,1,5,1,4,7,4,2,4,4,0,2,"Douglas, Jeffrey A"
2016,Spring,2016-sp,STAT,430,Basics of Statistical Learning,LCD,6,37,7,7,0,4,2,0,1,0,0,0,1,0,"Dalpiaz, David M"
2016,Spring,2016-sp,STAT,430,Stochastic Processes,LCD,12,21,4,6,5,3,1,0,3,1,1,1,0,2,"Stepanov, Alexey G"
2016,Spring,2016-sp,STAT,430,Advanced Data Science,ONL,6,14,3,2,0,0,0,2,0,0,0,0,1,0,"Brunner, Robert J"
2016,Spring,2016-sp,STAT,440,Statistical Data Management,LBD,17,18,18,10,4,2,3,1,2,0,0,0,0,0,"Unger, David"
2016,Spring,2016-sp,STAT,440,Statistical Data Management,LBD,4,14,9,2,1,0,1,2,1,1,0,0,1,0,"Muyot, Maria E"
2016,Spring,2016-sp,STAT,448,Advanced Data Analysis,LBD,1,11,9,6,4,1,2,1,0,0,0,0,0,0,"Glosemeyer, Darren W"
2016,Spring,2016-sp,STAT,448,Advanced Data Analysis,LBD,0,16,4,5,2,2,1,1,0,0,1,1,3,0,"Chan, Serena S"
2016,Spring,2016-sp,STAT,448,Advanced Data Analysis,LBD,0,15,3,2,2,0,0,0,0,0,1,0,0,0,"Chan, Serena S"
2016,Spring,2016-sp,STAT,480,Data Science Foundations,LCD,0,15,6,1,4,1,0,0,0,0,0,0,2,0,"Glosemeyer, Darren W"
2016,Spring,2016-sp,STAT,510,Mathematical Statistics I,LCD,26,27,4,1,2,1,0,0,0,0,0,0,0,0,"Marden, John I"
2016,Spring,2016-sp,STAT,511,Mathematical Statistics II,LCD,2,11,6,0,1,0,0,1,0,0,0,0,0,0,"Chen, Yuguo"
2016,Spring,2016-sp,STAT,525,Computational Statistics,LEC,4,34,4,1,4,0,0,0,0,0,0,0,0,0,"Chen, Yuguo"
2016,Spring,2016-sp,TAM,210,Introduction to Statics,LCD,3,36,18,18,20,11,5,7,1,5,4,2,2,1,"Juarez, Gabriel"
2016,Spring,2016-sp,TAM,211,Statics,LCD,3,26,22,15,23,14,7,8,7,3,5,3,6,6,"Juarez, Gabriel"
2016,Spring,2016-sp,TAM,212,Introductory Dynamics,LCD,9,39,43,35,36,29,22,14,6,8,2,3,3,0,"West, Matthew"
2016,Spring,2016-sp,TAM,212,Introductory Dynamics,LCD,3,14,27,31,36,27,18,19,7,6,3,1,10,0,"Ertekin, Elif"
2016,Spring,2016-sp,TAM,251,Introductory Solid Mechanics,LEC,5,17,18,11,34,10,16,19,5,7,3,2,5,0,"Ewoldt, Randy H"
2016,Spring,2016-sp,TAM,251,Introductory Solid Mechanics,LEC,4,36,19,16,27,15,18,21,7,9,6,2,5,0,"Hu, Yuhang"
2016,Spring,2016-sp,TAM,252,Solid Mechanics Design,LCD,4,13,8,2,3,3,2,1,2,0,0,0,0,0,"Johnson, Blake E"
2016,Spring,2016-sp,TAM,335,Introductory Fluid Mechanics,LCD,1,13,12,11,22,15,13,10,4,9,9,0,12,0,"Keane, Richard D"
2016,Spring,2016-sp,TAM,412,Intermediate Dynamics,LCD,4,15,0,0,22,0,0,10,0,0,1,0,3,0,"Vakakis, Alexander F"
2016,Spring,2016-sp,TAM,445,Continuum Mechanics,LCD,4,5,3,4,18,5,1,8,3,3,0,0,1,0,"Johnson, Harley T"
2016,Spring,2016-sp,TAM,456,Experimental Stress Analysis,LBD,0,8,2,2,8,0,3,2,1,0,0,0,1,0,"Lopez-Hernandez, Hector"
2016,Spring,2016-sp,TAM,532,Viscous Flow,LCD,1,9,5,4,2,0,2,0,0,0,0,0,0,0,"Chamorro Chavez, Leonardo"
2016,Spring,2016-sp,TAM,542,Mathematical Methods II,LCD,0,28,1,0,0,0,0,0,0,0,0,0,1,0,"Mehta, Prashant G"
2016,Spring,2016-sp,TE,298,From Idea to Enterprise,LCD,5,12,7,2,2,0,0,0,0,0,0,0,0,0,"Sorkin, Harlan L"
2016,Spring,2016-sp,THEA,100,Practicum I,LAB,5,35,0,1,4,1,1,1,0,0,0,0,2,1,"Ciofalo, Terry A"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,LEC,61,69,49,23,20,7,3,5,6,3,1,2,5,2,"Morrissette, Jason W"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,27,9,7,2,2,0,1,0,0,0,0,0,1,0,"Salerno, Michelle"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,21,9,6,5,1,1,0,1,0,1,0,0,0,0,"Salerno, Michelle"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,13,12,8,3,2,2,1,0,0,2,0,0,1,0,"Frydrychowski, David E"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,17,10,9,3,2,1,0,0,1,0,0,0,0,0,"Frydrychowski, David E"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,18,10,2,3,3,4,0,1,1,0,0,0,2,0,"Frydrychowski, David E"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,19,9,7,5,3,0,1,0,0,0,0,1,3,0,"Shryock, Jessica R"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,26,17,2,1,2,1,0,0,0,0,1,0,0,0,"Cooper, Rachel S"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,22,16,6,3,0,1,0,0,0,0,0,0,0,1,"Cooper, Rachel S"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,25,13,5,2,0,0,2,0,0,0,0,0,1,0,"Cooper, Rachel S"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,27,9,4,2,1,0,0,1,0,0,0,0,0,0,"Cooper, Rachel S"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,10,2,15,6,6,2,3,1,0,1,0,0,1,0,"Gleaves, Jordan A"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,13,13,9,4,1,0,2,2,1,0,0,0,2,0,"Coughtry, Christopher J"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,19,11,9,4,0,1,1,1,0,1,0,0,0,0,"Salerno, Michelle"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,7,13,7,5,4,3,4,1,1,2,1,0,1,0,"Miller, Mark T"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,10,14,4,8,3,4,0,1,1,1,1,1,1,0,"Sears, Raffeal A"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,17,12,8,3,3,2,1,1,0,0,0,0,0,0,"Wilson, Christian D"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,24,7,4,5,1,3,0,1,0,1,0,0,1,0,"Yeh, Jessica H"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,8,14,8,6,5,2,2,0,1,0,1,0,1,0,"Prentiss, Maya V"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,8,12,12,5,2,3,2,1,1,0,0,0,0,0,"Kadish, Jessica M"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,22,16,4,3,2,1,0,0,1,1,0,0,0,0,"Booker, Cynthia R"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,16,15,7,1,2,0,2,2,0,1,0,0,0,0,"Thomas, Kyle A"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,8,16,10,3,3,1,1,0,0,0,0,0,2,0,"Morrissette, Jason W"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,27,11,6,4,1,0,0,0,0,0,0,0,0,0,"Hsieh, Yu-Yun"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,14,20,11,2,1,0,0,0,0,0,0,1,0,0,"Hsieh, Yu-Yun"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,17,16,7,3,1,0,2,1,0,0,0,0,0,1,"Neumann, Aubrey H"
2016,Spring,2016-sp,THEA,101,Introduction to Theatre Arts,ONL,16,15,4,3,5,2,1,0,0,0,0,0,0,0,"Salerno, Michelle"
2016,Spring,2016-sp,THEA,103,Survey of Theatre Production,LEC,1,8,8,3,2,3,4,2,1,0,0,0,2,0,"Rundell, Julie A"
2016,Spring,2016-sp,THEA,110,Broadway Musicals,LEC,28,19,17,10,6,4,2,1,1,2,1,1,1,1,"Morrissette, Jason W"
2016,Spring,2016-sp,THEA,262,Literature of Modern Theatre,LCD,0,19,0,0,16,0,0,2,0,0,0,0,2,0,"Bright, Latrelle S"
2016,Spring,2016-sp,THEA,361,History of Theatre II,LCD,0,0,3,3,4,8,0,1,2,1,0,0,0,0,"Davis, Peter A"
2016,Spring,2016-sp,THEA,400,Practicum II,LAB,0,20,2,0,1,0,2,0,0,0,0,0,0,0,"McFarquhar, Robin"
2016,Spring,2016-sp,TSM,100,Technical Systems in Agr,LEC,0,3,4,1,10,3,1,13,0,1,7,0,5,1,"Harper, Joe G"
2016,Spring,2016-sp,TSM,234,"Wiring, Motors and Control Sys",LEC,0,12,7,4,16,3,3,6,3,0,5,1,0,0,"Harper, Joe G"
2016,Spring,2016-sp,TSM,262,Off-Road Equipment Management,LEC,1,6,2,6,3,2,1,2,0,0,0,0,0,0,"Hansen, Alan C"
2016,Spring,2016-sp,TSM,311,Humanity in the Food Web,LEC,19,34,7,5,5,0,0,1,0,0,0,2,3,0,"Rodriguez, Luis F"
2016,Spring,2016-sp,TSM,363,Fluid Power Systems,LEC,2,15,1,2,3,0,0,0,0,0,0,0,1,0,"Grift, Tony E"
2016,Spring,2016-sp,TSM,371,Residential Housing Design,LEC,1,7,1,14,10,0,1,3,0,1,0,1,0,1,"Harper, Joe G"
2016,Spring,2016-sp,TSM,421,Ag Safety-Injury Prevention,LCD,0,4,8,5,8,5,2,1,0,0,0,0,0,0,"Aherin, Robert A"
2016,Spring,2016-sp,TSM,425,Managing Ag Safety Risk,LCD,0,5,7,5,3,2,0,0,0,0,0,0,0,0,"Aherin, Robert A"
2016,Spring,2016-sp,TSM,464,Engine and Tractor Power,LEC,2,5,10,7,7,1,0,1,0,0,1,0,0,0,"Hansen, Alan C"
2016,Spring,2016-sp,UP,116,Urban Informatics I,LEC,1,11,8,2,0,1,1,0,0,0,2,0,0,0,"Sherman, Stephen A"
2016,Spring,2016-sp,UP,185,Cities in a Global Perspective,LEC,2,4,3,4,5,1,4,4,0,1,1,1,3,0,"Miraftab, Faranak"
2016,Spring,2016-sp,UP,204,Chicago: Planning & Urban Life,LCD,0,6,8,4,5,0,2,1,0,0,0,0,1,0,"Wilson, Beverly K"
2016,Spring,2016-sp,UP,205,Ecology & Env Sustainability,LCD,0,5,4,8,5,2,1,3,0,0,2,0,1,0,"Schneider, Daniel W"
2016,Spring,2016-sp,UP,260,Social Inequality and Planning,LEC,3,3,5,0,8,1,0,1,0,0,0,0,1,0,"Salo, Ken E"
2016,Spring,2016-sp,UP,311,"Local Planning, Gov't and Law",LEC,10,11,9,2,5,1,2,1,0,0,0,0,0,0,"Tyler, Elizabeth H"
2016,Spring,2016-sp,UP,316,Urban Informatics II,LEC,4,6,7,4,6,1,0,0,2,0,0,0,0,0,"Lee, Bumsoo"
2016,Spring,2016-sp,UP,347,Junior Planning Workshop,LBD,0,21,6,0,3,2,0,0,2,0,0,0,0,0,"Kowalski, Robert G"
2016,Spring,2016-sp,UP,418,GIS for Planners,LEC,6,13,5,1,4,0,1,1,2,0,2,0,0,0,"Baker, Dwayne M"
2016,Spring,2016-sp,UP,430,Urban Transportation Planning,LCD,0,7,20,4,4,3,2,1,1,0,0,0,0,0,"Morocoima de Bl, Rita A"
2016,Spring,2016-sp,UP,480,Sustainable Design Principles,ONL,5,14,4,8,7,6,0,1,2,0,1,0,2,1,"Deal, Brian M"
2016,Spring,2016-sp,UP,480,Sustainable Design Principles,ONL,1,3,8,2,5,2,1,1,0,0,0,0,2,0,"Deal, Brian M"
2016,Spring,2016-sp,UP,505,Urban and Regional Analysis,LEC,1,9,9,7,0,0,0,0,0,0,0,0,0,1,"Doussard, Marc J"
2016,Spring,2016-sp,UP,510,Plan Making,LCD,0,4,18,6,1,0,0,0,0,0,0,0,0,0,"Chakraborty, Arnab"
2016,Spring,2016-sp,UP,511,Law and Planning,LCD,8,8,6,2,0,0,0,0,0,0,0,0,0,0,"Hooker, Joseph E"
2016,Spring,2016-sp,VCM,673,Companion Animal Rehab,LCD,1,46,0,0,1,0,0,0,0,0,0,0,0,0,"Knap, Kimberly E"
2016,Spring,2016-sp,VM,603,Structure and Function II,LEC,0,11,0,0,82,0,0,34,0,0,1,0,0,1,"Allender, Matthew C"
2016,Spring,2016-sp,VM,604,Structure and Function III,LEC,0,12,0,0,57,0,0,51,0,0,8,0,0,1,"Coleman, David A"
2016,Spring,2016-sp,VM,608,Pathobiology III,LEC,0,12,0,0,58,0,0,48,0,0,4,0,0,0,"Solter, Philip F"
2016,Spring,2016-sp,VM,611,Medicine and Surgery III,LEC,0,25,0,0,74,0,0,22,0,0,0,0,0,0,"Fan, Timothy M"
2016,Summer,2016-su,ANSC,542,Applied Bioinformatics,LCD,2,16,1,1,0,2,0,0,0,0,0,0,0,0,"Rodriguez-Zas, Sandra L"
2016,Summer,2016-su,ART,100,Understanding Visual Culture,ONL,9,9,5,4,1,3,0,0,0,0,0,0,1,0,"Burns, Jennifer"
2016,Summer,2016-su,BADM,300,The Legal Environment of Bus,ONL,5,22,16,18,21,12,3,9,2,2,3,0,1,0,"Marrs, Gregory A"
2016,Summer,2016-su,ECON,483,Econ of Innovation and Tech,LCD,8,4,9,10,3,3,1,1,0,0,0,0,0,0,"Chalioti, Evangelia"
2016,Summer,2016-su,ECON,529,Macroeconomics for Business,LCD,6,22,7,10,2,1,1,0,0,0,1,0,0,0,"Esfahani, Hadi S"
2016,Summer,2016-su,EPS,415,Technology &Educational Reform,ONL,4,56,14,2,0,0,2,1,0,0,1,0,0,0,"Burbules, Nicholas C"
2016,Summer,2016-su,EPS,427,Philosophy of Middle School,ONL,0,24,1,0,0,0,0,0,0,0,0,0,1,1,"Brewer, Timothy J"
2016,Summer,2016-su,EPSY,420,Theories of Psychotherapy,ONL,0,19,0,2,2,0,0,0,0,0,1,0,2,0,"Yates, Jenna A"
2016,Summer,2016-su,THEA,101,Introduction to Theatre Arts,ONL,17,19,4,2,1,0,1,0,1,0,0,0,0,0,"Morrissette, Jason W"
2016,Summer,2016-su,THEA,110,Broadway Musicals,ONL,18,2,4,3,1,0,0,0,0,0,0,0,1,0,"Morrissette, Jason W"
2016,Winter,2016-wi,ASTR,100,Introduction to Astronomy,ONL,4,19,2,6,4,5,0,2,2,1,1,1,1,2,"Dunne, Bryan C"
2016,Winter,2016-wi,ATMS,120,Severe and Hazardous Weather,ONL,210,98,0,12,10,5,0,2,0,1,0,1,2,0,"Snodgrass, Eric R"
2016,Winter,2016-wi,BADM,300,The Legal Environment of Bus,ONL,12,40,14,13,11,2,2,2,0,1,1,0,2,2,"Marrs, Gregory A"
2016,Winter,2016-wi,BADM,310,Mgmt and Organizational Beh,ONL,0,73,10,4,1,0,2,1,1,2,1,0,1,0,"Shabbir, Muhammad S"
2016,Winter,2016-wi,BADM,350,IT for Networked Organizations,ONL,1,23,5,2,3,1,1,1,0,0,1,0,0,0,"Sachdev, Vishal"
2016,Winter,2016-wi,BADM,375,Business Process Management,ONL,2,13,3,3,2,0,0,1,0,0,0,0,0,0,"Chhajed, Dilip"
2016,Winter,2016-wi,BADM,380,International Business,ONL,1,4,9,10,7,2,2,0,0,0,0,0,0,0,"Bucheli, Marcelo"
2016,Winter,2016-wi,CHLH,101,Introduction to Public Health,ONL,15,34,29,16,9,4,3,2,0,0,0,0,0,1,"Kaplan, Justine"
2016,Winter,2016-wi,ECON,102,Microeconomic Principles,ONL,15,39,5,3,7,0,0,1,1,0,3,0,1,1,"Sarmiento Barbi, Ignacio"
2016,Winter,2016-wi,ECON,102,Microeconomic Principles,ONL,13,39,3,3,4,1,1,1,1,0,1,0,1,1,"Sarmiento Barbi, Ignacio"
2016,Winter,2016-wi,ECON,103,Macroeconomic Principles,ONL,4,8,5,4,12,3,4,2,2,5,3,1,4,2,"Petry, Joseph A"
2016,Winter,2016-wi,ECON,203,Economic Statistics II,ONL,1,6,10,7,9,8,5,8,2,8,0,1,2,1,"Petry, Joseph A"
2016,Winter,2016-wi,GEOG,210,Contemp Social & Env Problems,ONL,9,8,4,0,0,3,1,1,0,0,0,1,2,0,"Burga Cahuana, Carol M"
2016,Winter,2016-wi,GEOL,118,Natural Disasters,ONL,9,6,5,3,2,2,0,0,0,0,0,0,1,0,"Altaner, Stephen P"
2016,Winter,2016-wi,MACS,356,Sex & Gender in Popular Media,ONL,0,23,0,1,6,0,0,1,0,0,0,0,0,1,"Cole, Cheryl L"
